time,value
2025-03-09T02:27:42.488543632Z,-0.5238064527511597
2025-03-09T02:27:44.401119272Z,-1.0793360471725464
2025-03-09T02:27:45.483355252Z,-0.14836569130420685
2025-03-09T02:27:46.483203575Z,-0.2123357653617859
2025-03-09T02:27:47.43312432Z,-0.008903437294065952
2025-03-09T02:27:48.433910543Z,-1.6374843120574951
2025-03-09T02:27:49.409254098Z,-0.11432313174009323
2025-03-09T02:27:50.513312869Z,-0.6839935183525085
2025-03-09T02:27:51.476164895Z,-0.27151742577552795
2025-03-09T02:27:52.431365337Z,-0.23358429968357086
2025-03-09T02:27:53.416478627Z,-1.3253402709960938
2025-03-09T02:27:54.633101564Z,-0.4289361834526062
2025-03-09T02:27:55.566096749Z,-0.22931963205337524
2025-03-09T02:27:56.476165962Z,-0.309151291847229
2025-03-09T02:27:57.53202206Z,-0.5585223436355591
2025-03-09T02:27:58.473145824Z,-0.7623288035392761
2025-03-09T02:27:59.473456474Z,-0.6675333380699158
2025-03-09T02:28:00.483101664Z,-0.4974702298641205
2025-03-09T02:28:01.484033319Z,-0.6495768427848816
2025-03-09T02:28:02.493208242Z,-0.7772177457809448
2025-03-09T02:28:03.463137624Z,0.21525369584560394
2025-03-09T02:28:04.483326041Z,0.7702595591545105
2025-03-09T02:28:05.48379016Z,0.7529016137123108
2025-03-09T02:28:06.493281622Z,0.4620809257030487
2025-03-09T02:28:07.493124676Z,0.2322375625371933
2025-03-09T02:28:08.494011169Z,0.23949499428272247
2025-03-09T02:28:09.493045792Z,0.25573065876960754
2025-03-09T02:28:10.483288554Z,0.16512510180473328
2025-03-09T02:28:11.493629111Z,0.4133738875389099
2025-03-09T02:28:12.463287757Z,-0.48130935430526733
2025-03-09T02:28:13.433238732Z,-3.052981376647949
2025-03-09T02:28:14.493388167Z,-2.44822096824646
2025-03-09T02:28:15.473052084Z,-2.4000375270843506
2025-03-09T02:28:16.663135263Z,-2.5668835639953613
2025-03-09T02:28:17.483159253Z,-2.1734113693237305
2025-03-09T02:28:18.483288926Z,-2.3338229656219482
2025-03-09T02:28:19.491075157Z,-2.3338229656219482
2025-03-09T02:28:20.481576023Z,-2.232593059539795
2025-03-09T02:28:21.486322599Z,-2.0399346351623535
2025-03-09T02:28:22.48350445Z,-1.9512743949890137
2025-03-09T02:28:23.483193057Z,-1.821688175201416
2025-03-09T02:28:24.503418418Z,-2.0382885932922363
2025-03-09T02:28:25.513025816Z,-1.937956690788269
2025-03-09T02:28:26.531871913Z,0.6836193799972534
2025-03-09T02:28:27.511255759Z,2.6506805419921875
2025-03-09T02:28:28.483159315Z,3.974299907684326
2025-03-09T02:28:29.511484998Z,1.3009493350982666
2025-03-09T02:28:30.511065872Z,-8.651448249816895
2025-03-09T02:28:31.503015315Z,2.1517138481140137
2025-03-09T02:28:32.503263845Z,2.1722891330718994
2025-03-09T02:28:33.483272429Z,5.70620584487915
2025-03-09T02:28:34.521478125Z,2.425924777984619
2025-03-09T02:28:35.503117629Z,2.4542064666748047
2025-03-09T02:28:36.494045711Z,2.417919158935547
2025-03-09T02:28:37.521248873Z,2.5255086421966553
2025-03-09T02:28:38.501114665Z,3.5678842067718506
2025-03-09T02:28:39.523357097Z,2.536806344985962
2025-03-09T02:28:40.513061315Z,2.6834511756896973
2025-03-09T02:28:41.523205787Z,2.5468320846557617
2025-03-09T02:28:42.511207674Z,6.940042495727539
2025-03-09T02:28:43.503270519Z,3.1517419815063477
2025-03-09T02:28:44.483569567Z,2.533888339996338
2025-03-09T02:28:45.503285852Z,2.5240871906280518
2025-03-09T02:28:46.503405866Z,2.484283447265625
2025-03-09T02:28:47.523421015Z,3.738396406173706
2025-03-09T02:28:48.533572313Z,0.8447791337966919
2025-03-09T02:28:49.49330597Z,0.1057937890291214
2025-03-09T02:28:50.523345304Z,0.3762637674808502
2025-03-09T02:28:51.503293306Z,0.8500164151191711
2025-03-09T02:28:52.601063949Z,1.0120739936828613
2025-03-09T02:28:53.581071884Z,0.41846156120300293
2025-03-09T02:28:54.504195346Z,-1.2498481273651123
2025-03-09T02:43:55.328420979Z,0.847472608089447
2025-03-09T02:43:56.278427206Z,4.755782604217529
2025-03-09T02:43:57.26123445Z,3.296217203140259
2025-03-09T02:43:58.317495382Z,1.1752537488937378
2025-03-09T02:43:59.266311123Z,1.7624317407608032
2025-03-09T02:44:00.276595424Z,1.6124200820922852
2025-03-09T02:44:01.266425088Z,1.837100863456726
2025-03-09T02:44:02.316414654Z,1.7253963947296143
2025-03-09T02:44:03.358523627Z,1.6661399602890015
2025-03-09T02:44:04.338596657Z,1.7209820747375488
2025-03-09T02:44:05.37143892Z,1.6366612911224365
2025-03-09T02:44:06.348794486Z,1.7571195363998413
2025-03-09T02:44:07.276421879Z,1.7904887199401855
2025-03-09T02:44:08.348604703Z,1.3743466138839722
2025-03-09T02:44:09.286629096Z,1.4996681213378906
2025-03-09T02:44:10.338330623Z,0.7336731553077698
2025-03-09T02:44:11.338252805Z,0.5185691118240356
2025-03-09T02:44:12.336802031Z,0.449810653924942
2025-03-09T02:44:13.338519971Z,0.6583306193351746
2025-03-09T02:44:14.348434688Z,1.3236942291259766
2025-03-09T02:44:15.348322034Z,1.2134113311767578
2025-03-09T02:44:16.328319061Z,1.125948190689087
2025-03-09T02:44:17.348394627Z,1.0285340547561646
2025-03-09T02:44:18.359251494Z,1.1380687952041626
2025-03-09T02:45:16.437290491Z,-1.4835072755813599
2025-03-09T02:45:17.446615692Z,0.18390461802482605
2025-03-09T02:45:18.436264733Z,12.53409481048584
2025-03-09T02:45:19.424603472Z,9.43599796295166
2025-03-09T02:45:20.379330805Z,-0.20934301614761353
2025-03-09T02:45:21.374906474Z,-1.47580087184906
2025-03-09T02:45:22.42913617Z,1.9475334882736206
2025-03-09T02:45:23.456648374Z,-3.762787342071533
2025-03-09T02:45:24.446626903Z,-1.8757073879241943
2025-03-09T02:45:25.456745655Z,-1.928903579711914
2025-03-09T02:45:26.384225718Z,-0.42766427993774414
2025-03-09T02:45:27.446481202Z,-4.821847438812256
2025-03-09T02:45:28.464285187Z,-0.1761234551668167
2025-03-09T02:45:29.446195209Z,2.013897657394409
2025-03-09T02:45:30.444146248Z,3.411512851715088
2025-03-09T02:45:31.456319445Z,0.27144262194633484
2025-03-09T02:45:32.446246342Z,-2.7333552837371826
2025-03-09T02:45:33.454469371Z,-6.491353988647461
2025-03-09T02:45:34.446157058Z,2.631826162338257
2025-03-09T02:45:35.394137066Z,-1.5602712631225586
2025-03-09T02:45:36.392348234Z,-1.5602712631225586
2025-03-09T02:45:37.466216603Z,-0.1455225646495819
2025-03-09T02:45:38.456311186Z,0.623390257358551
2025-03-09T02:45:39.446437784Z,-0.3167079985141754
2025-03-09T02:45:40.456693129Z,0.693495512008667
2025-03-09T02:45:41.446159821Z,0.8099883794784546
2025-03-09T02:45:42.456626621Z,0.40836101770401
2025-03-09T02:45:43.44623401Z,0.56233811378479
2025-03-09T02:45:44.494304977Z,1.0423755645751953
2025-03-09T02:45:45.464465545Z,0.9156324863433838
2025-03-09T02:45:46.397315359Z,0.8243535757064819
2025-03-09T02:45:47.464273519Z,0.8069956302642822
2025-03-09T02:45:48.49633478Z,1.120635986328125
2025-03-09T02:45:49.436593447Z,1.5984289646148682
2025-03-09T02:45:50.45708866Z,0.6417956948280334
2025-03-09T02:45:51.459285618Z,3.3785927295684814
2025-03-09T02:45:52.474318647Z,0.6531681418418884
2025-03-09T02:45:53.476551691Z,1.6231191158294678
2025-03-09T02:45:54.474330157Z,3.4134583473205566
2025-03-09T02:45:55.46617923Z,2.1671266555786133
2025-03-09T02:45:56.39953843Z,2.624718427658081
2025-03-09T02:45:57.474218038Z,3.7999722957611084
2025-03-09T02:45:58.486027601Z,2.865335702896118
2025-03-09T02:45:59.496225115Z,3.962104558944702
2025-03-09T02:46:00.474471522Z,4.407575607299805
2025-03-09T02:46:01.466261823Z,3.209277629852295
2025-03-09T02:46:02.476459178Z,4.142268180847168
2025-03-09T02:46:03.493075079Z,4.061913013458252
2025-03-09T02:46:04.546057404Z,1.3468133211135864
2025-03-09T02:46:05.463036654Z,2.1627871990203857
2025-03-09T02:46:06.545036173Z,2.808248996734619
2025-03-09T02:46:07.414067329Z,3.71280837059021
2025-03-09T02:46:08.463048795Z,4.436904430389404
2025-03-09T02:46:09.613184265Z,3.9961471557617188
2025-03-09T02:46:10.533060318Z,3.3569700717926025
2025-03-09T02:46:11.562854458Z,3.27227520942688
2025-03-09T02:46:12.50429473Z,2.9519758224487305
2025-03-09T02:46:13.51311074Z,6.450802326202393
2025-03-09T02:46:14.505121716Z,3.451615810394287
2025-03-09T02:46:15.444296709Z,3.4658315181732178
2025-03-09T02:46:16.443059654Z,3.446528196334839
2025-03-09T02:46:17.473221525Z,3.4980783462524414
2025-03-09T02:46:18.463012258Z,3.5958664417266846
2025-03-09T02:46:19.4833961Z,3.3786675930023193
2025-03-09T02:46:20.508709368Z,2.8861353397369385
2025-03-09T02:46:21.468504368Z,4.039317607879639
2025-03-09T02:46:22.486213658Z,2.729763984680176
2025-03-09T02:46:23.478391623Z,3.1546599864959717
2025-03-09T02:46:24.477557284Z,2.396221876144409
2025-03-09T02:46:25.469010101Z,4.608239650726318
2025-03-09T02:46:26.528284432Z,3.3278656005859375
2025-03-09T02:46:27.47869751Z,3.4647839069366455
2025-03-09T02:46:28.478706783Z,3.3049709796905518
2025-03-09T02:46:29.468753619Z,3.7387704849243164
2025-03-09T02:46:30.468998923Z,3.4996495246887207
2025-03-09T02:46:31.468442385Z,2.52685546875
2025-03-09T02:46:32.478589396Z,4.67138671875
2025-03-09T02:46:33.468730033Z,1.7230770587921143
2025-03-09T02:46:34.46621953Z,0.18831892311573029
2025-03-09T02:46:35.476773199Z,1.6929998397827148
2025-03-09T02:46:36.508544754Z,1.3376853466033936
2025-03-09T02:46:37.468661592Z,2.9319992065429688
2025-03-09T02:46:38.486332584Z,1.3801076412200928
2025-03-09T02:46:39.478728709Z,1.8134582042694092
2025-03-09T02:46:40.468541282Z,6.319570064544678
2025-03-09T02:46:41.468400573Z,0.5482721924781799
2025-03-09T02:46:42.478796624Z,-0.4438251256942749
2025-03-09T02:46:43.528679098Z,-1.49390709400177
2025-03-09T02:46:44.46854462Z,1.241917371749878
2025-03-09T02:46:45.504359436Z,1.7484406232833862
2025-03-09T02:46:46.538266408Z,5.5749735832214355
2025-03-09T02:46:47.468501243Z,14.453421592712402
2025-03-09T02:46:48.54878805Z,1.5202432870864868
2025-03-09T02:46:49.478531598Z,1.6267104148864746
2025-03-09T02:46:50.458370341Z,0.4638765752315521
2025-03-09T02:47:42.538346827Z,-2.20116925239563
2025-03-09T02:47:43.457555221Z,-0.337133526802063
2025-03-09T02:47:44.497316657Z,1.5791256427764893
2025-03-09T02:47:45.421760456Z,4.880579948425293
2025-03-09T02:47:46.617477052Z,5.055057525634766
2025-03-09T02:47:47.409409926Z,4.874220371246338
2025-03-09T02:47:48.461432602Z,5.8122239112854
2025-03-09T02:47:49.481420122Z,4.254945278167725
2025-03-09T02:47:50.461614488Z,1.954042673110962
2025-03-09T02:47:51.46166324Z,0.0017956512747332454
2025-03-09T02:47:52.40150615Z,0.9409961104393005
2025-03-09T02:47:53.477525771Z,0.6523451209068298
2025-03-09T02:47:54.441627217Z,16.17230796813965
2025-03-09T02:47:55.439400692Z,3.9532759189605713
2025-03-09T02:47:56.485319664Z,4.023680210113525
2025-03-09T02:47:57.459348903Z,-1.4280664920806885
2025-03-09T02:47:58.439350643Z,11.043929100036621
2025-03-09T02:47:59.459398439Z,-0.8607903122901917
2025-03-09T02:48:00.449386925Z,-0.19378070533275604
2025-03-09T02:48:01.470033127Z,-0.18727146089076996
2025-03-09T02:48:02.419443565Z,-1.1552022695541382
2025-03-09T02:48:03.459471974Z,-4.156857967376709
2025-03-09T02:48:04.459304398Z,-1.4571709632873535
2025-03-09T02:48:05.4893012Z,0.8934861421585083
2025-03-09T02:48:06.469543532Z,0.4670189619064331
2025-03-09T02:48:07.479270741Z,4.469076633453369
2025-03-09T02:48:08.479537685Z,2.1610662937164307
2025-03-09T02:48:09.479317199Z,1.9081039428710938
2025-03-09T02:48:10.469344266Z,1.1545289754867554
2025-03-09T02:48:11.477631263Z,1.735721468925476
2025-03-09T02:48:12.559601435Z,1.7556232213974
2025-03-09T02:48:13.457312026Z,1.853785514831543
2025-03-09T02:48:14.509491969Z,1.4292635917663574
2025-03-09T02:48:15.529559477Z,2.220247983932495
2025-03-09T02:48:16.499467444Z,1.5734394788742065
2025-03-09T02:48:17.443495293Z,1.4673463106155396
2025-03-09T02:48:18.451106644Z,1.7476176023483276
2025-03-09T02:48:19.462953229Z,0.7731775045394897
2025-03-09T02:48:20.450008834Z,1.5435118675231934
2025-03-09T02:48:21.410053417Z,1.916184425354004
2025-03-09T02:48:22.415924086Z,1.4366706609725952
2025-03-09T02:48:23.465884244Z,1.495104193687439
2025-03-09T02:48:24.455022014Z,2.0317046642303467
2025-03-09T02:48:25.46621105Z,2.138171672821045
2025-03-09T02:48:26.4651129Z,1.7789666652679443
2025-03-09T02:48:27.453290636Z,3.092635154724121
2025-03-09T02:48:28.456147134Z,0.9877578616142273
2025-03-09T02:48:29.452711775Z,2.5835680961608887
2025-03-09T02:48:30.482354705Z,1.269300937652588
2025-03-09T02:48:31.462270198Z,1.2187235355377197
2025-03-09T02:48:32.41033102Z,1.659106969833374
2025-03-09T02:48:33.500595104Z,2.1414637565612793
2025-03-09T02:48:34.52106011Z,2.317662000656128
2025-03-09T02:48:35.462112288Z,1.4371196031570435
2025-03-09T02:48:36.490288591Z,1.902193307876587
2025-03-09T02:48:37.482388455Z,1.902193307876587
2025-03-09T02:48:38.462269372Z,2.193013906478882
2025-03-09T02:48:39.462389381Z,2.4892964363098145
2025-03-09T02:48:40.492668069Z,2.4660277366638184
2025-03-09T02:48:41.492606572Z,2.0119524002075195
2025-03-09T02:48:42.409347932Z,2.0773441791534424
2025-03-09T02:48:43.503507077Z,2.1266496181488037
2025-03-09T02:48:44.520699701Z,2.995370864868164
2025-03-09T02:48:45.49241327Z,2.4158990383148193
2025-03-09T02:48:46.500232442Z,0.5437830686569214
2025-03-09T02:48:47.492439525Z,2.558429002761841
2025-03-09T02:48:48.502186119Z,2.42435359954834
2025-03-09T02:48:49.49533074Z,0.6929717659950256
2025-03-09T02:48:50.510368025Z,1.4537293910980225
2025-03-09T02:48:51.569305292Z,2.319532632827759
2025-03-09T02:48:52.578445685Z,2.5895535945892334
2025-03-09T02:48:53.50940998Z,1.7435026168823242
2025-03-09T02:48:54.479290216Z,2.264091730117798
2025-03-09T02:48:55.499613136Z,1.5423147678375244
2025-03-09T02:48:56.497413563Z,2.6966941356658936
2025-03-09T02:48:57.490664523Z,1.4987702369689941
2025-03-09T02:48:58.500544061Z,1.3539959192276
2025-03-09T02:48:59.52063621Z,2.7177929878234863
